Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
66158.88158501312,4.476429066464847,6.91174261004152,2.2800000000000002,37098.74217235172,1111085.016891061,"73202 Christopher Tunnel
New Roberttown, MN 08925-1536"
60502.90933384449,7.5333809861455086,5.731824124869714,4.23,33579.63151216762,1022781.1707429123,"8781 Olivia Port Apt. 225
Thompsonside, VT 22884"
60910.893793329706,5.63546673761391,7.325973781241172,4.2,43347.80400115452,1274474.5458934947,"PSC 9354, Box 0703
APO AA 58696-1278"
73931.97852158835,6.39410766659858,4.580839920871763,4.32,36543.06728054809,1213530.8498658694,"271 Johnson Hills Apt. 001
Mcculloughfurt, FM 70847"
59539.94845013643,6.018590243347785,7.007676165647253,5.43,58600.82714967578,1411730.4772588317,"122 Russo Neck
South Kevin, KY 20712-5282"
56547.507187403826,5.435415182555816,6.515149876905349,3.13,37585.27457622871,858685.5659249562,"85225 Christopher Inlet Apt. 627
West Calebberg, KS 76460"
65950.34701683297,5.476513157767185,6.717844306313209,3.2800000000000002,40110.84760495071,1200961.8209226297,"7125 Mullins Cliff
Maryborough, WY 66971"
74533.16208198754,6.679353130059198,5.919230725467024,4.0,49481.56580760431,1520234.2293774572,"905 Lane Pines Suite 348
Brownborough, DE 57196-3319"
66422.91905176672,7.122071850326435,7.078583744940183,6.36,31019.324820690395,1360908.3196200058,"61090 Griffith Ridges
Craigstad, AK 28807-8602"
74334.49484891063,5.419012564079195,6.261535284081697,4.12,41640.43566065672,1360920.5303860817,"270 Jennifer Loop Suite 343
South Jesse, ND 60570-1483"
63538.34615822216,4.764499308149973,7.168662410843209,3.27,43282.183004250204,1146532.4547405615,"10973 Clark Trafficway
Meyersbury, LA 63237"
83953.10483909659,7.385134534015018,6.898846568957158,3.08,37283.357645951764,1789098.5206914945,"91733 Baker Orchard
South Kyle, KS 37301"
57279.06357585892,5.118108904793296,6.561520216102696,3.17,44023.790684932115,852099.4640268538,"024 William Course
East Charlotteview, DE 69073-3104"
56553.550252661706,5.691129212559007,7.021252354277722,3.15,29682.409864227804,746096.7289004879,"PSC 4455, Box 3268
APO AP 45454"
75795.57598259096,5.786780023806823,7.327325342996355,6.25,33197.77774263014,1534479.9065644208,"562 Brown Junction Suite 282
Christopherborough, KS 20719"
70848.78865873712,5.282325020456476,6.766444663717252,3.27,40458.7358695174,1215608.5310559655,"USCGC Thompson
FPO AA 13237-3887"
59787.40450393624,5.6531203155321155,6.594592279140102,3.43,32402.10754914683,941594.3284107695,"65884 Johns Valley Apt. 621
Ethanbury, NY 07783"
64826.37189495595,4.010907337105416,8.290419812591507,4.38,60286.04310135768,1204598.0374631258,"Unit 2139 Box 3667
DPO AP 49517"
65925.8537962682,7.605511953651168,7.070409540665196,3.2800000000000002,34171.36007366867,1597655.2584122845,"253 Golden Island
East Donald, CT 91882"
64419.25263834637,6.954422125564921,8.51616004802799,6.16,39318.17075472386,1492011.4958621287,"4861 Steven Plains Suite 066
Port Reginaland, MN 06152-7205"
58544.460298238766,8.562610576392464,7.276308629143927,4.28,30865.58695374529,1421216.5044408585,"5255 Rebecca Junctions Suite 240
Royshire, WI 85782-2398"
68791.79168848525,4.7255522284996285,6.704201604222819,4.11,48423.32244417688,1132522.9012947134,"2833 Townsend Cliffs
New Tommy, MP 86130-3426"
82061.56520383859,4.18282822762296,5.963031884078484,4.1,36271.408495749216,1102821.4381808082,"708 Pena Ramp
Terryburgh, CA 31572-1304"
80659.52544359624,5.43630620204688,7.100753431803771,6.24,52947.036360087084,1856211.3503596038,"8030 Ruiz Dale
Shermanchester, KY 56950-5684"
66668.09352103536,6.184965338620102,7.863127436732538,3.35,47075.21223266852,1687998.9329604746,"Unit 3857 Box 9497
DPO AE 92239"
64721.56449637063,5.677637526773959,6.971331701061323,4.48,36115.81636440278,1063423.0072648663,"042 Mitchell Mountains
Adamsview, OR 44424"
65199.989940295,6.4457428983166905,6.937127028132984,3.2,28366.035431853423,1177289.88620479,"07420 Victoria Trail Apt. 904
Port Kevinbury, OR 86759"
74579.98952724633,4.639654130697788,5.521489298839982,3.07,42806.14664380126,1173474.3788373224,"38449 Shaw Glen
Pattonside, TX 98415"
76273.67032549286,7.8797518007875835,4.5001653475843675,3.39,46974.57878575339,1637259.9986677854,"82387 Hensley Bypass
Danielmouth, ME 30791"
67561.94206013891,5.251400747142777,7.658576338909918,4.04,35517.54187040426,1238938.2905319994,"02304 Brandon Stravenue Apt. 231
Cordovabury, ID 36688"
48904.98326931684,4.844972530834362,5.448956029609428,3.38,32960.75307019123,201898.08657249613,"2124 Garcia Viaduct
North Kellytown, DC 30864"
72145.96721315151,6.398625990192601,8.258634923487291,6.06,28882.900854673746,1439506.101557009,"646 Nicholas Mall Apt. 058
East Danielle, OR 53708"
70805.61068360135,4.44372892384246,5.809147305516638,3.3,29268.826741684727,585608.632622232,"874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448"
65383.33791728686,7.512526778745121,6.640032003754,3.46,35114.40246348736,1294685.158547012,"7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159"
95450.29308601317,6.595060684781336,6.850361008137979,3.33,39388.51552107745,2014851.344161515,"035 Mark Bridge
West Craig, MT 78649"
73698.69635729125,6.372730932229945,6.578352073763631,4.33,51815.096418622124,1840236.0058026887,"69600 Wilson Rue
Elizabethland, PW 17767-2884"
66263.91050116325,6.374930066018735,6.736974131010745,4.41,49829.9515004814,1441421.9129936092,"001 Steve Plaza
Jessicastad, UT 25190"
75394.75958162155,6.933352467549663,7.834099800649181,4.48,22268.07530558209,1498640.5506503705,"238 Anthony Drive
Acostahaven, AS 62753-6637"
65984.75064485827,6.512270085009223,6.316480020228284,2.38,21867.47693989448,954746.5764328243,"01818 Wilson Spurs
West Andreaton, SD 69568-7005"
66477.26279229036,6.982151725125715,6.038487979300024,2.37,32458.986699013756,1124635.9316285902,"95779 Walton Square
Bakershire, PR 49599"
69284.25963691328,5.3474470914238745,7.173425885179991,3.45,40282.72428010049,1169944.2477587468,"124 Russell Mountains Apt. 591
North Sharonfurt, OH 67836-4969"
70404.49610371923,5.5440837255064945,6.001261362192466,2.02,37127.9255010042,1114430.95342313,"73080 Veronica Turnpike Suite 991
New Debra, VA 61246"
74218.4890218834,8.06972186747375,6.506374302162949,4.37,46770.6609678888,1783534.8388273641,"106 Williams Well Apt. 657
Samanthaview, PR 87811"
63441.71464512623,6.471673726586273,7.0648111360620724,3.22,48061.752673341616,1302933.247569278,"Unit 3405 Box 4348
DPO AP 68816-2990"
57493.924570279465,6.893260157041785,6.734045416240347,4.41,47039.21532294127,1241483.6118732512,"4007 Kimberly Crossing
Nathanielview, NC 72093-8287"
81543.77731533442,5.503923196339867,5.897052836266327,2.14,9816.300884708533,954114.5439535477,"Unit 5889 Box 7282
DPO AE 41177-0399"
78633.97375508898,5.465393231160197,7.53114301190621,3.24,43728.803486197095,1555320.5000011197,"075 Andrea Green Suite 201
Johnshire, KS 50389"
52202.85371971351,4.869306181391179,4.414380865779895,2.23,42165.81245686793,404976.365896227,"6811 Spears Trail Suite 081
East Troy, MS 43910"
67980.38878192916,5.562938814255565,6.159705222415725,2.44,25909.079196423903,1073183.7598416267,"69401 Danielle Motorway
New Dennis, IL 53971"
78568.44916405229,5.475737319995329,6.291600795963248,2.29,41016.64709111233,1422195.8794505682,"2276 Riley Flats Suite 975
Johnmouth, NH 39983"
55472.654826905586,4.822147136010048,5.8559723089516895,3.2,15353.956428663045,340605.2113124609,"91111 Crane Spur
Kathleenmouth, ME 43022-3191"
67579.23479443134,5.973219004488523,7.7543575454423115,6.32,21762.949685625354,1170959.5262846122,"744 Hill Ports
Mooreside, MH 20945-2825"
61456.15070378085,6.882954326433156,6.41757262181438,4.19,30821.41208657685,942838.1647218134,"019 Lisa Village Apt. 379
Maxwellmouth, DE 26176"
60815.39039496141,7.170128530473721,7.984335122159104,4.11,31233.649345910067,1401613.9197693218,"50933 Barber Divide Suite 927
Jacksonborough, NE 46696-1788"
51217.18116037185,5.384841407498108,8.776160033559263,3.41,47089.47508109751,1175504.48633204,"USS Harrington
FPO AE 12326"
63027.67471485826,4.855968121105956,5.580905937457928,2.3,35991.72063788776,608794.2466921951,"246 Michele Lock Suite 093
South Michellemouth, VI 62800"
62484.855299127994,6.496651466369282,7.322709774158183,5.13,26882.651794677196,946943.0362171356,"356 Madeline Locks Apt. 115
Kaitlinland, MS 49150-0243"
73923.4662743976,7.005505784838956,7.13506334705251,6.04,58745.31202755893,1819900.6366437145,"232 Allen Ridge
West Jasonview, CT 93021"
79737.60976390014,7.315957927203858,6.61109600499517,2.17,28307.314325644977,1463130.272978937,"5042 Ricky Road
New Candice, MN 40661-8809"
63890.47156766457,4.97230656848968,7.916386397194927,5.49,43416.497820927936,1252391.1798421675,"60860 Griffin Streets Apt. 040
East Catherine, NH 18346"
67310.03695278612,7.19379298887946,7.760732554508707,5.28,43310.612428267676,1714445.1746365826,"89002 Robert Square Suite 028
Port Jennyside, CA 38546-6307"
73145.73021780259,4.0965172427903624,7.25421743282951,3.18,49463.37887902853,1291759.392660681,"8533 Sparks Lodge
New Kevin, GA 98179"
86924.35876562174,6.832939698754405,7.738295553417699,6.32,28719.41088814547,1809154.2893631738,"922 Mark Lodge
Matthewton, ID 71131-3139"
74384.10562904493,7.411486570673661,5.164865475978289,2.3,17117.443674840757,1200539.3611677827,"757 Sherri Shores Suite 744
Jesusfurt, OK 73052-4985"
67477.78818404296,6.623528293317817,7.916171659861114,5.1,29763.925348615558,1300265.2104154662,"PSC 8479, Box 0952
APO AA 33741"
71202.9569203271,4.3188691328771425,6.634954065509124,4.37,34207.3972084701,997448.7280769935,"5560 Michaela Spur Suite 730
West Charlottefurt, PA 00463"
85845.31779919547,6.743652960918067,9.468766369195867,3.46,46477.67868450174,2152959.4089430883,"255 Sosa Pines Suite 751
Wilsonview, MT 31615"
72138.87048244949,7.163640935330664,8.48577826270722,5.45,35799.638274321755,1629983.8467032425,"156 Conner Lane
East Brittany, MI 26733"
44806.005164055474,4.494570527956874,4.725325116624187,3.1,57390.890073810435,497579.4465868728,"478 Vasquez Fort Apt. 346
Aliciaside, NV 37124-6408"
67504.1784594896,5.329798508888414,5.89441194891935,4.36,37441.12054361438,890112.5493178923,"67610 Smith Knolls
Brendaberg, MA 55188-7972"
74706.10053171057,5.003327764385793,5.661064126685243,2.05,39680.60932043606,1064685.698733535,"504 Robertson Streets
Jamesshire, WA 56754"
68898.34591339418,6.787648529264047,7.871352644418106,6.39,39515.57156160544,1530124.0163168954,"777 Ross Crossroad
Kaiserville, RI 24445"
58118.01816079886,8.13721447105525,5.65090028566729,4.36,35598.390437472044,1246246.8277597644,"2418 Samantha Green Apt. 016
Port Keithmouth, VT 62207-0408"
77643.28308709673,6.070115922340354,5.381038359373992,4.45,35512.2550468822,1240754.9320463818,"95957 Tara Hill Suite 428
Huntland, KS 57002-5552"
67769.82559099873,8.074693667681723,6.761631407616877,4.22,33254.60340942823,1760734.6903640141,"26906 Simmons Underpass Suite 444
Port Tinashire, DC 13101"
74411.05989226673,5.534627543649977,7.2101233611688516,6.44,43537.50294550512,1393746.7604674273,"4930 James Flats
New Shannon, NJ 75829-8040"
73101.07879766864,4.104129922722612,8.920333221277762,4.35,29497.971293353738,1172385.897704563,"78212 Turner Ville Apt. 217
West Lauraberg, MP 47353-3682"
58708.417156740135,5.083861035728073,6.262825883607428,4.07,15969.926041239794,483986.10899252986,"33410 Smith Summit
West Kimberlyberg, CT 49785-3758"
63876.0599100904,7.080219325540687,7.187432974886651,3.37,38052.87644316596,1388530.1566836066,"49940 Ramirez Mission Suite 136
West Bryan, MD 95291-3904"
68343.15409141898,6.392443790079579,8.42511289496364,6.2,40653.87006540168,1721739.3841384957,"4746 Morgan Forge
Diaztown, VT 79978"
73064.97996127995,5.994062799456889,7.204368895136856,6.19,30699.339710511067,1276448.792042974,"5808 Burton Viaduct
North Nicholasport, CO 32392-1208"
67367.26808279865,6.774710808664321,6.690894898640918,2.49,32547.27253307657,1161742.6774463619,"8093 Lara Overpass Apt. 364
Lake Brookebury, NV 30264"
66547.18175159235,6.350672041927902,5.305000412053215,2.04,16741.964987126685,786407.9451174277,"249 Susan Canyon
North Jessica, ID 13412"
73313.5453841825,6.4147232356051775,8.492901228869574,4.46,37808.99667212122,1604920.973458414,"08091 Bush Course
New Michael, RI 47524-7511"
47681.36173303451,6.890508224210209,7.7882679862156134,5.13,50908.97890911073,1230149.1367864413,"PSC 6933, Box 3805
APO AP 50576"
67910.94912846226,6.445851907019399,6.675937267762167,4.32,31379.782970582393,1051644.5540225492,"6798 Smith Junctions
Wolfeton, WY 86565-5079"
69277.8912498076,6.142591681366374,7.811724470630433,5.15,43717.9130919397,1415073.6141811854,"256 Sanchez Ports Apt. 057
Johnmouth, PA 69763"
67946.71467561321,5.403175672900817,5.671136342785447,3.21,35197.94256902535,1043483.9151320349,"68672 Guzman Ridge
Clinefurt, WI 04078-6179"
90975.11327248045,4.740683034960744,8.320351986302773,6.45,44426.213647597506,1544379.7477356798,"4447 Steven River Suite 076
West Karenmouth, DC 61561-8593"
61885.546440328886,5.405265969173886,6.9141957695988205,3.22,48726.951303303016,1352135.9672641808,"USCGC Hess
FPO AE 29193"
69401.8472172649,7.042354994979091,8.097044284953615,3.44,29293.074048931023,1505727.4308014044,"0617 Neal Curve
South Daniel, AS 09326"
72969.12127123054,6.188575726156948,8.076943603616291,4.2,31755.721364239937,1416965.9786882405,"412 Janet Radial Suite 115
Kariview, NY 37073-8343"
75582.4597645351,5.506473429253344,6.774986418531476,4.33,31946.303867523293,1046721.9761732474,"9155 Kayla Station Suite 233
Natalieborough, SC 99093-8399"
56241.226773131755,5.623087015761986,6.818670753532729,2.18,32745.36812015383,939040.0035601154,"3062 Donald Inlet Suite 642
West Matthew, GU 49340"
79412.83547174576,6.087360168695928,7.481321112226407,3.26,17568.733760583364,1383031.3323664367,"764 Timothy Turnpike
North Audreymouth, TX 02395"
79618.23684602088,4.566166100869577,6.669888411446438,3.49,29636.507110556628,1072503.2379436719,"862 Ryan Flat
West Larryborough, WV 11517"
67019.07404739733,6.487943166707261,7.331330100018214,6.26,24997.10870599428,1134397.7577153658,"378 Evans Crest
East Shelbystad, HI 23326"
56063.48086676334,5.106935120148067,5.385339777521385,4.14,39129.296704702894,734827.50801229,"09897 Katherine Forge
North Johnside, NC 01211"
57077.58030406929,5.775467040583667,6.952026673761361,4.27,33393.91660322465,991892.3174842466,"2367 Noah Center
North Dakotashire, PA 99619-0890"
75954.8182530182,4.289916280544532,7.418750602810835,5.04,34467.75869800994,1057252.5826211006,"19678 Noble Cove Suite 264
South Elizabethfort, CO 13304-1647"
52575.81517492219,7.13371941713148,7.173698881863384,4.06,41828.57961688685,1237224.8587518162,"8803 Jackson Ramp
South Thomasland, RI 09631-6361"
63312.80567467743,6.139115451621261,8.199615241424837,4.41,43230.352157957226,1442632.5412265586,"87629 Shawn Crossing
North William, MN 71601-6188"
82526.96210481907,6.4530734060980155,7.74824895259721,4.46,43947.680264122566,1877402.3197269463,"2574 Shannon Alley
South Fred, OR 64217"
73204.94213228807,6.640915863053528,7.311912321347934,6.4,35090.50080986771,1394518.4154676315,"676 Jose Locks Apt. 415
South Cynthia, SC 89264"
56357.19313805485,5.707903109151974,5.240300886600403,3.25,38061.998298956154,953939.3299056445,"4160 Martinez Bridge Apt. 713
West Ann, MI 89447-0160"
71316.62465041465,7.107767687213711,7.08899269092117,5.33,21651.699409211684,1219778.0342015522,"26847 Weber Ports Apt. 767
North Robinton, FM 43014"
75046.84820392632,4.983084628511218,8.877240041623617,3.0,32468.031152300973,1287325.381856674,"PSC 8891, Box 6475
APO AP 28726-5123"
84474.16005619023,6.970854745872441,5.935909326221994,2.47,38677.8151530554,1739893.5550495968,"623 Jackson Road Apt. 492
Sarahville, NM 19973"
68162.68392566859,6.962206715963229,6.697358009859321,3.07,31843.876337225865,1213382.2226364696,"0575 Edward Cliff
Miguelmouth, NY 06408"
62784.33294834321,7.572350215321666,4.652717554450587,3.31,35122.389471607785,1007478.7484311545,"6660 Alex Park
Barkerfort, WY 52781"
67009.81567374436,6.849769936594267,7.610720856104885,3.22,39737.12260896311,1528756.1261500276,"176 Parker Grove Apt. 591
Nicoleshire, MO 83183-5326"
67437.25036335623,6.767363237303742,6.703917223272024,2.05,29356.223367925075,1182459.7716636744,"203 Amy Ford Suite 158
Kelleyfurt, LA 49990-9626"
65967.76930857648,6.847724976116604,7.777279443513268,3.14,35799.96254832016,1474546.7621461137,"842 Jackson Parkway
Angelabury, MI 68188-8699"
42816.305885508664,7.603999923452178,7.0452485104700395,4.18,47457.662214283846,1078016.9396491002,"5339 Charles Road Apt. 570
East Angelicastad, PR 36295-7649"
83347.66969696443,5.468158427157481,5.475252653496949,3.14,48226.718927780115,1453381.6243031067,"0647 Ramirez Hill
New Crystalport, AZ 33060"
81699.87999554252,5.47980182956556,6.476007341193744,4.41,39527.048560846364,1495012.9648340766,"4233 Chase Fields
East Vanessabury, OR 85375-7861"
56143.78866493649,4.580122445909624,6.668979774275282,4.04,45084.036659590325,714148.4147529016,"0606 Ricardo Drive
Williamton, GU 79243"
59513.83491952116,4.885131771261101,5.574714349694393,3.18,44162.279205220126,894292.0474101036,"14157 Jones Parkway Suite 319
North Haley, AK 18534"
78379.41223900416,5.9856971510838894,5.681833507283006,3.2,31357.388214297658,1159841.831339249,"2579 Pamela Shoals
North Christianhaven, TX 95259"
70877.37574291864,6.76687715403071,7.213659075278037,5.07,36033.426851543525,1195986.2988348745,"PSC 5171, Box 6452
APO AA 44610-4655"
61526.97444797672,6.5939625390079355,9.180401428602025,6.11,27307.948031413587,1381430.630188794,"23682 William Glens Apt. 920
Lake Hollystad, CO 20067"
65316.996020709914,7.414875230659792,6.7330848667092935,2.0,55799.497481181905,1534889.8534666565,"32521 Martinez Highway
Stephaniehaven, NY 78577"
76268.81833386318,6.942797866602705,6.147907595982694,3.17,38649.852386212464,1494125.3298718815,"9109 Omar View Suite 461
East Sarahfort, WI 02969"
48531.36422852988,6.863184038794896,8.517401059111707,5.3,39731.150563494666,1356146.2608426227,"5611 Chandler Mill
East Brianfort, AK 51236-0093"
82906.65480115911,5.901451655730821,5.767366135557099,4.26,38820.48194376132,1454943.0736612403,"PSC 5599, Box 5942
APO AP 55563-1953"
63117.84405077347,4.940396705340589,5.636779394573885,2.31,43091.845142505816,774118.1878354996,"2128 Shawna Orchard Suite 992
New Melissabury, MN 22338"
75860.86114889306,3.690890569678809,4.788380206551825,3.48,41003.88008113764,889113.2388612496,"019 Moore Center Apt. 643
West John, KY 54923"
68844.76424875809,4.86045299966159,6.916808181467376,3.29,48392.49736045838,1211102.210889241,"Unit 3192 Box 6415
DPO AP 76779-7624"
52446.266856001246,5.69461080779268,7.429639244113226,3.11,32934.55320097492,658646.1847265189,"20185 Mary Crest
South Reneeville, VI 91892"
